district,division,month,month_name,total_area_km2,water_area_km2,water_fraction,year,water_area_calibrated_km2,season
Chittagong,Chittagong,11,November,4736.75,92.95,0.019622,2019,215.1,Post-Monsoon (Oct-Nov)
Chuadanga,Khulna,11,November,1233.0,5.37,0.004358,2019,12.4,Post-Monsoon (Oct-Nov)
Comilla,Chittagong,11,November,3351.85,42.82,0.012775,2019,99.1,Post-Monsoon (Oct-Nov)
Cox's Bazar,Chittagong,11,November,2206.6,96.03,0.043517,2019,222.2,Post-Monsoon (Oct-Nov)
Dhaka,Dhaka,11,November,1611.18,77.97,0.048394,2019,180.4,Post-Monsoon (Oct-Nov)
Dinajpur,Rangpur,11,November,3829.09,9.04,0.00236,2019,20.9,Post-Monsoon (Oct-Nov)
Faridpur,Dhaka,11,November,2227.54,108.92,0.048897,2019,252.1,Post-Monsoon (Oct-Nov)
Feni,Chittagong,11,November,960.78,4.17,0.004341,2019,9.7,Post-Monsoon (Oct-Nov)
Gaibandha,Rangpur,11,November,2410.25,214.76,0.089103,2019,497.0,Post-Monsoon (Oct-Nov)
Gazipur,Dhaka,11,November,1940.74,35.47,0.018279,2019,82.1,Post-Monsoon (Oct-Nov)
Gopalganj,Dhaka,11,November,1602.77,28.61,0.017853,2019,66.2,Post-Monsoon (Oct-Nov)
Habiganj,Sylhet,11,November,2857.81,142.27,0.049782,2019,329.2,Post-Monsoon (Oct-Nov)
Jamalpur,Dhaka,11,November,2272.36,106.88,0.047036,2019,247.3,Post-Monsoon (Oct-Nov)
Jessore,Khulna,11,November,2784.67,95.64,0.034343,2019,221.3,Post-Monsoon (Oct-Nov)
Jhalokati,Barisal,11,November,807.93,31.25,0.038673,2019,72.3,Post-Monsoon (Oct-Nov)
Jhenaidah,Khulna,11,November,2143.59,11.43,0.005331,2019,26.5,Post-Monsoon (Oct-Nov)
Joypurhat,Rajshahi,11,November,1081.54,0.75,0.000693,2019,1.7,Post-Monsoon (Oct-Nov)
Khagrachhari,Chittagong,11,November,3108.48,5.91,0.001901,2019,13.7,Post-Monsoon (Oct-Nov)
Khulna,Khulna,11,November,3868.06,357.59,0.092447,2019,827.5,Post-Monsoon (Oct-Nov)
Kishoreganj,Dhaka,11,November,2821.62,516.49,0.183046,2019,1195.3,Post-Monsoon (Oct-Nov)
Kurigram,Rangpur,11,November,2481.86,312.34,0.125848,2019,722.8,Post-Monsoon (Oct-Nov)
Kushtia,Khulna,11,November,1830.28,114.11,0.062348,2019,264.1,Post-Monsoon (Oct-Nov)
Lakshmipur,Chittagong,11,November,1573.07,297.4,0.189057,2019,688.2,Post-Monsoon (Oct-Nov)
Lalmonirhat,Rangpur,11,November,1381.75,21.5,0.015559,2019,49.8,Post-Monsoon (Oct-Nov)
Madaripur,Dhaka,11,November,1257.23,78.77,0.062652,2019,182.3,Post-Monsoon (Oct-Nov)
Magura,Khulna,11,November,1143.98,12.82,0.011205,2019,29.7,Post-Monsoon (Oct-Nov)
Manikganj,Dhaka,11,November,1531.92,183.64,0.119878,2019,425.0,Post-Monsoon (Oct-Nov)
Maulvibazar,Sylhet,11,November,2819.05,130.07,0.046141,2019,301.0,Post-Monsoon (Oct-Nov)
Meherpur,Khulna,11,November,732.79,1.96,0.002675,2019,4.5,Post-Monsoon (Oct-Nov)
Munshiganj,Dhaka,11,November,1036.66,78.44,0.075664,2019,181.5,Post-Monsoon (Oct-Nov)
Mymensingh,Dhaka,11,November,4784.19,46.89,0.009801,2019,108.5,Post-Monsoon (Oct-Nov)
Naogaon,Rajshahi,11,November,3824.58,104.09,0.027215,2019,240.9,Post-Monsoon (Oct-Nov)
Narail,Khulna,11,November,1072.86,32.3,0.030103,2019,74.7,Post-Monsoon (Oct-Nov)
Narayanganj,Dhaka,11,November,832.16,43.96,0.052826,2019,101.7,Post-Monsoon (Oct-Nov)
Narsingdi,Dhaka,11,November,1281.34,68.78,0.053678,2019,159.2,Post-Monsoon (Oct-Nov)
Natore,Rajshahi,11,November,2101.7,117.65,0.055981,2019,272.3,Post-Monsoon (Oct-Nov)
Nawabganj,Rajshahi,11,November,1804.38,81.23,0.045016,2019,188.0,Post-Monsoon (Oct-Nov)
Netrakona,Dhaka,11,November,3089.39,401.06,0.129817,2019,928.1,Post-Monsoon (Oct-Nov)
Nilphamari,Rangpur,11,November,1836.84,10.47,0.005698,2019,24.2,Post-Monsoon (Oct-Nov)
Noakhali,Chittagong,11,November,2642.02,142.01,0.053749,2019,328.6,Post-Monsoon (Oct-Nov)
Pabna,Rajshahi,11,November,2634.14,125.84,0.047773,2019,291.2,Post-Monsoon (Oct-Nov)
Panchagarh,Rangpur,11,November,1548.93,6.27,0.004045,2019,14.5,Post-Monsoon (Oct-Nov)
Patuakhali,Barisal,11,November,2730.09,210.59,0.077135,2019,487.3,Post-Monsoon (Oct-Nov)
Pirojpur,Barisal,11,November,1365.69,89.07,0.065221,2019,206.1,Post-Monsoon (Oct-Nov)
Rajbari,Dhaka,11,November,1249.73,122.76,0.09823,2019,284.1,Post-Monsoon (Oct-Nov)
Rajshahi,Rajshahi,11,November,2664.72,164.25,0.061637,2019,380.1,Post-Monsoon (Oct-Nov)
Rangamati,Chittagong,11,November,6226.79,379.43,0.060936,2019,878.1,Post-Monsoon (Oct-Nov)
Rangpur,Rangpur,11,November,2572.65,14.29,0.005556,2019,33.1,Post-Monsoon (Oct-Nov)
Satkhira,Khulna,11,November,3543.74,581.18,0.164002,2019,1345.0,Post-Monsoon (Oct-Nov)
Shariatpur,Dhaka,11,November,1362.06,142.85,0.104877,2019,330.6,Post-Monsoon (Oct-Nov)
Sherpur,Dhaka,11,November,1455.19,9.26,0.006361,2019,21.4,Post-Monsoon (Oct-Nov)
Sirajganj,Rajshahi,11,November,2755.65,336.69,0.12218,2019,779.2,Post-Monsoon (Oct-Nov)
Sunamganj,Sylhet,11,November,4043.04,1352.05,0.334414,2019,3128.9,Post-Monsoon (Oct-Nov)
Sylhet,Sylhet,11,November,3847.75,169.92,0.044161,2019,393.2,Post-Monsoon (Oct-Nov)
Tangail,Dhaka,11,November,3707.07,98.37,0.026535,2019,227.6,Post-Monsoon (Oct-Nov)
Thakurgaon,Rangpur,11,November,2008.93,1.5,0.000746,2019,3.5,Post-Monsoon (Oct-Nov)
Bagerhat,Khulna,12,December,3965.62,262.95,0.066306,2019,608.5,Dry Winter (Dec-Feb)
Bandarban,Chittagong,12,December,5000.66,0.93,0.000185,2019,2.2,Dry Winter (Dec-Feb)
Barguna,Barisal,12,December,1547.28,151.46,0.097887,2019,350.5,Dry Winter (Dec-Feb)
Barisal,Barisal,12,December,2767.25,415.58,0.150177,2019,961.7,Dry Winter (Dec-Feb)
Bhola,Barisal,12,December,2471.69,646.58,0.261595,2019,1496.3,Dry Winter (Dec-Feb)
Bogra,Rajshahi,12,December,3233.63,147.4,0.045582,2019,341.1,Dry Winter (Dec-Feb)
Brahamanbaria,Chittagong,12,December,2104.07,56.06,0.026645,2019,129.7,Dry Winter (Dec-Feb)
Chandpur,Chittagong,12,December,1864.17,245.01,0.131432,2019,567.0,Dry Winter (Dec-Feb)
Chittagong,Chittagong,12,December,4736.75,86.5,0.018262,2019,200.2,Dry Winter (Dec-Feb)
Chuadanga,Khulna,12,December,1233.0,5.32,0.004315,2019,12.3,Dry Winter (Dec-Feb)
Comilla,Chittagong,12,December,3351.85,38.14,0.011379,2019,88.3,Dry Winter (Dec-Feb)
Cox's Bazar,Chittagong,12,December,2206.6,24.99,0.011324,2019,57.8,Dry Winter (Dec-Feb)
Dhaka,Dhaka,12,December,1611.18,66.19,0.041084,2019,153.2,Dry Winter (Dec-Feb)
Dinajpur,Rangpur,12,December,3829.09,9.45,0.002468,2019,21.9,Dry Winter (Dec-Feb)
Faridpur,Dhaka,12,December,2227.54,94.71,0.042516,2019,219.2,Dry Winter (Dec-Feb)
Feni,Chittagong,12,December,960.78,5.09,0.005296,2019,11.8,Dry Winter (Dec-Feb)
Gaibandha,Rangpur,12,December,2410.25,194.78,0.080813,2019,450.8,Dry Winter (Dec-Feb)
Gazipur,Dhaka,12,December,1940.74,21.98,0.011326,2019,50.9,Dry Winter (Dec-Feb)
Gopalganj,Dhaka,12,December,1602.77,25.78,0.016085,2019,59.7,Dry Winter (Dec-Feb)
Habiganj,Sylhet,12,December,2857.81,56.49,0.019766,2019,130.7,Dry Winter (Dec-Feb)
Jamalpur,Dhaka,12,December,2272.36,96.04,0.042266,2019,222.3,Dry Winter (Dec-Feb)
Jessore,Khulna,12,December,2784.67,102.74,0.036896,2019,237.8,Dry Winter (Dec-Feb)
Jhalokati,Barisal,12,December,807.93,30.66,0.037949,2019,71.0,Dry Winter (Dec-Feb)
Jhenaidah,Khulna,12,December,2143.59,10.93,0.005098,2019,25.3,Dry Winter (Dec-Feb)
Joypurhat,Rajshahi,12,December,1081.54,0.58,0.000536,2019,1.3,Dry Winter (Dec-Feb)
Khagrachhari,Chittagong,12,December,3108.48,3.13,0.001008,2019,7.2,Dry Winter (Dec-Feb)
Khulna,Khulna,12,December,3868.06,339.12,0.087672,2019,784.8,Dry Winter (Dec-Feb)
Kishoreganj,Dhaka,12,December,2821.62,157.66,0.055875,2019,364.9,Dry Winter (Dec-Feb)
Kurigram,Rangpur,12,December,2481.86,297.49,0.119867,2019,688.4,Dry Winter (Dec-Feb)
Kushtia,Khulna,12,December,1830.28,93.26,0.050952,2019,215.8,Dry Winter (Dec-Feb)
Lakshmipur,Chittagong,12,December,1573.07,284.87,0.181093,2019,659.2,Dry Winter (Dec-Feb)
Lalmonirhat,Rangpur,12,December,1381.75,14.87,0.010758,2019,34.4,Dry Winter (Dec-Feb)
Madaripur,Dhaka,12,December,1257.23,77.09,0.061317,2019,178.4,Dry Winter (Dec-Feb)
Magura,Khulna,12,December,1143.98,11.17,0.009766,2019,25.8,Dry Winter (Dec-Feb)
Manikganj,Dhaka,12,December,1531.92,163.39,0.106657,2019,378.1,Dry Winter (Dec-Feb)
Maulvibazar,Sylhet,12,December,2819.05,66.71,0.023663,2019,154.4,Dry Winter (Dec-Feb)
Meherpur,Khulna,12,December,732.79,2.2,0.003002,2019,5.1,Dry Winter (Dec-Feb)
Munshiganj,Dhaka,12,December,1036.66,76.27,0.073574,2019,176.5,Dry Winter (Dec-Feb)
Mymensingh,Dhaka,12,December,4784.19,43.27,0.009045,2019,100.1,Dry Winter (Dec-Feb)
Naogaon,Rajshahi,12,December,3824.58,48.81,0.012763,2019,113.0,Dry Winter (Dec-Feb)
Narail,Khulna,12,December,1072.86,36.31,0.033843,2019,84.0,Dry Winter (Dec-Feb)
Narayanganj,Dhaka,12,December,832.16,41.55,0.049935,2019,96.2,Dry Winter (Dec-Feb)
Narsingdi,Dhaka,12,December,1281.34,57.47,0.044852,2019,133.0,Dry Winter (Dec-Feb)
Natore,Rajshahi,12,December,2101.7,46.73,0.022233,2019,108.1,Dry Winter (Dec-Feb)
Nawabganj,Rajshahi,12,December,1804.38,73.11,0.040518,2019,169.2,Dry Winter (Dec-Feb)
Netrakona,Dhaka,12,December,3089.39,158.83,0.051411,2019,367.6,Dry Winter (Dec-Feb)
Nilphamari,Rangpur,12,December,1836.84,9.32,0.005072,2019,21.6,Dry Winter (Dec-Feb)
Noakhali,Chittagong,12,December,2642.03,136.99,0.05185,2019,317.0,Dry Winter (Dec-Feb)
Pabna,Rajshahi,12,December,2634.14,97.63,0.037064,2019,225.9,Dry Winter (Dec-Feb)
Panchagarh,Rangpur,12,December,1548.93,7.2,0.004647,2019,16.7,Dry Winter (Dec-Feb)
Patuakhali,Barisal,12,December,2730.09,203.21,0.074434,2019,470.3,Dry Winter (Dec-Feb)
Pirojpur,Barisal,12,December,1365.69,86.14,0.063076,2019,199.3,Dry Winter (Dec-Feb)
Rajbari,Dhaka,12,December,1249.73,103.83,0.083085,2019,240.3,Dry Winter (Dec-Feb)
Rajshahi,Rajshahi,12,December,2664.72,121.92,0.045753,2019,282.1,Dry Winter (Dec-Feb)
Rangamati,Chittagong,12,December,6226.79,345.59,0.0555,2019,799.8,Dry Winter (Dec-Feb)
Rangpur,Rangpur,12,December,2572.65,10.23,0.003977,2019,23.7,Dry Winter (Dec-Feb)
Satkhira,Khulna,12,December,3543.74,558.91,0.157717,2019,1293.4,Dry Winter (Dec-Feb)
Shariatpur,Dhaka,12,December,1362.06,140.58,0.103208,2019,325.3,Dry Winter (Dec-Feb)
Sherpur,Dhaka,12,December,1455.19,7.44,0.005112,2019,17.2,Dry Winter (Dec-Feb)
Sirajganj,Rajshahi,12,December,2755.65,284.75,0.103333,2019,659.0,Dry Winter (Dec-Feb)
Sunamganj,Sylhet,12,December,4043.04,793.99,0.196383,2019,1837.4,Dry Winter (Dec-Feb)
Sylhet,Sylhet,12,December,3847.75,102.89,0.026741,2019,238.1,Dry Winter (Dec-Feb)
Tangail,Dhaka,12,December,3707.07,86.99,0.023467,2019,201.3,Dry Winter (Dec-Feb)
Thakurgaon,Rangpur,12,December,2008.93,1.45,0.000722,2019,3.4,Dry Winter (Dec-Feb)
Bagerhat,Khulna,1,January,3965.62,191.28,0.048235,2020,442.7,Dry Winter (Dec-Feb)
Bandarban,Chittagong,1,January,5000.66,1.36,0.000271,2020,3.1,Dry Winter (Dec-Feb)
Barguna,Barisal,1,January,1547.28,156.82,0.101351,2020,362.9,Dry Winter (Dec-Feb)
Barisal,Barisal,1,January,2767.25,394.12,0.142423,2020,912.1,Dry Winter (Dec-Feb)
Bhola,Barisal,1,January,2471.69,669.42,0.270835,2020,1549.2,Dry Winter (Dec-Feb)
Bogra,Rajshahi,1,January,3233.63,134.65,0.041641,2020,311.6,Dry Winter (Dec-Feb)
Brahamanbaria,Chittagong,1,January,2104.07,47.4,0.022529,2020,109.7,Dry Winter (Dec-Feb)
Chandpur,Chittagong,1,January,1864.17,239.56,0.128509,2020,554.4,Dry Winter (Dec-Feb)
Chittagong,Chittagong,1,January,4736.75,86.39,0.018238,2020,199.9,Dry Winter (Dec-Feb)
Chuadanga,Khulna,1,January,1233.0,6.0,0.00487,2020,13.9,Dry Winter (Dec-Feb)
Comilla,Chittagong,1,January,3351.85,25.36,0.007567,2020,58.7,Dry Winter (Dec-Feb)
Cox's Bazar,Chittagong,1,January,2206.6,23.13,0.010481,2020,53.5,Dry Winter (Dec-Feb)
Dhaka,Dhaka,1,January,1611.18,60.75,0.037703,2020,140.6,Dry Winter (Dec-Feb)
Dinajpur,Rangpur,1,January,3829.09,9.09,0.002373,2020,21.0,Dry Winter (Dec-Feb)
Faridpur,Dhaka,1,January,2227.54,87.58,0.039317,2020,202.7,Dry Winter (Dec-Feb)
Feni,Chittagong,1,January,960.78,4.96,0.005168,2020,11.5,Dry Winter (Dec-Feb)
Gaibandha,Rangpur,1,January,2410.25,150.02,0.062241,2020,347.2,Dry Winter (Dec-Feb)
Gazipur,Dhaka,1,January,1940.74,19.05,0.009816,2020,44.1,Dry Winter (Dec-Feb)
Gopalganj,Dhaka,1,January,1602.77,16.94,0.01057,2020,39.2,Dry Winter (Dec-Feb)
Habiganj,Sylhet,1,January,2857.81,29.36,0.010272,2020,67.9,Dry Winter (Dec-Feb)
Jamalpur,Dhaka,1,January,2272.36,81.02,0.035656,2020,187.5,Dry Winter (Dec-Feb)
Jessore,Khulna,1,January,2784.67,89.04,0.031976,2020,206.1,Dry Winter (Dec-Feb)
Jhalokati,Barisal,1,January,807.93,31.24,0.038669,2020,72.3,Dry Winter (Dec-Feb)
Jhenaidah,Khulna,1,January,2143.59,12.57,0.005865,2020,29.1,Dry Winter (Dec-Feb)
Joypurhat,Rajshahi,1,January,1081.54,0.52,0.000481,2020,1.2,Dry Winter (Dec-Feb)
Khagrachhari,Chittagong,1,January,3108.48,1.89,0.000607,2020,4.4,Dry Winter (Dec-Feb)
Khulna,Khulna,1,January,3868.06,246.06,0.063613,2020,569.4,Dry Winter (Dec-Feb)
Kishoreganj,Dhaka,1,January,2821.62,113.73,0.040307,2020,263.2,Dry Winter (Dec-Feb)
Kurigram,Rangpur,1,January,2481.86,290.84,0.117188,2020,673.1,Dry Winter (Dec-Feb)
Kushtia,Khulna,1,January,1830.28,84.57,0.046208,2020,195.7,Dry Winter (Dec-Feb)
Lakshmipur,Chittagong,1,January,1573.07,294.94,0.187493,2020,682.5,Dry Winter (Dec-Feb)
Lalmonirhat,Rangpur,1,January,1381.75,13.03,0.009433,2020,30.2,Dry Winter (Dec-Feb)
Madaripur,Dhaka,1,January,1257.23,72.23,0.05745,2020,167.2,Dry Winter (Dec-Feb)
Magura,Khulna,1,January,1143.98,10.35,0.009047,2020,24.0,Dry Winter (Dec-Feb)
Manikganj,Dhaka,1,January,1531.92,150.37,0.098159,2020,348.0,Dry Winter (Dec-Feb)
Maulvibazar,Sylhet,1,January,2819.05,48.01,0.017029,2020,111.1,Dry Winter (Dec-Feb)
Meherpur,Khulna,1,January,732.79,2.6,0.003543,2020,6.0,Dry Winter (Dec-Feb)
Munshiganj,Dhaka,1,January,1036.66,73.27,0.070679,2020,169.6,Dry Winter (Dec-Feb)
Mymensingh,Dhaka,1,January,4784.19,35.47,0.007414,2020,82.1,Dry Winter (Dec-Feb)
Naogaon,Rajshahi,1,January,3824.58,35.41,0.009259,2020,81.9,Dry Winter (Dec-Feb)
Narail,Khulna,1,January,1072.86,32.79,0.030559,2020,75.9,Dry Winter (Dec-Feb)
Narayanganj,Dhaka,1,January,832.16,39.49,0.047452,2020,91.4,Dry Winter (Dec-Feb)
Narsingdi,Dhaka,1,January,1281.34,54.94,0.042874,2020,127.1,Dry Winter (Dec-Feb)
Natore,Rajshahi,1,January,2101.7,20.54,0.009775,2020,47.5,Dry Winter (Dec-Feb)
Nawabganj,Rajshahi,1,January,1804.38,65.41,0.036251,2020,151.4,Dry Winter (Dec-Feb)
Netrakona,Dhaka,1,January,3089.39,54.77,0.01773,2020,126.7,Dry Winter (Dec-Feb)
Nilphamari,Rangpur,1,January,1836.84,7.65,0.004166,2020,17.7,Dry Winter (Dec-Feb)
Noakhali,Chittagong,1,January,2642.03,144.76,0.05479,2020,335.0,Dry Winter (Dec-Feb)
Pabna,Rajshahi,1,January,2634.14,87.88,0.033362,2020,203.4,Dry Winter (Dec-Feb)
Panchagarh,Rangpur,1,January,1548.93,5.61,0.003619,2020,13.0,Dry Winter (Dec-Feb)
Patuakhali,Barisal,1,January,2730.09,208.8,0.076482,2020,483.2,Dry Winter (Dec-Feb)
Pirojpur,Barisal,1,January,1365.69,87.34,0.06395,2020,202.1,Dry Winter (Dec-Feb)
Rajbari,Dhaka,1,January,1249.73,93.09,0.074491,2020,215.4,Dry Winter (Dec-Feb)
Rajshahi,Rajshahi,1,January,2664.72,109.46,0.041077,2020,253.3,Dry Winter (Dec-Feb)
Rangamati,Chittagong,1,January,6226.79,323.48,0.05195,2020,748.6,Dry Winter (Dec-Feb)
Rangpur,Rangpur,1,January,2572.65,9.71,0.003774,2020,22.5,Dry Winter (Dec-Feb)
Satkhira,Khulna,1,January,3543.74,318.03,0.089744,2020,736.0,Dry Winter (Dec-Feb)
Shariatpur,Dhaka,1,January,1362.06,131.46,0.096513,2020,304.2,Dry Winter (Dec-Feb)
Sherpur,Dhaka,1,January,1455.19,5.17,0.00355,2020,12.0,Dry Winter (Dec-Feb)
Sirajganj,Rajshahi,1,January,2755.65,252.79,0.091735,2020,585.0,Dry Winter (Dec-Feb)
Sunamganj,Sylhet,1,January,4043.04,360.02,0.089046,2020,833.2,Dry Winter (Dec-Feb)
Sylhet,Sylhet,1,January,3847.75,66.46,0.017273,2020,153.8,Dry Winter (Dec-Feb)
Tangail,Dhaka,1,January,3707.07,76.72,0.020696,2020,177.5,Dry Winter (Dec-Feb)
Thakurgaon,Rangpur,1,January,2008.93,1.26,0.000625,2020,2.9,Dry Winter (Dec-Feb)
Bagerhat,Khulna,2,February,3965.62,171.77,0.043315,2020,397.5,Dry Winter (Dec-Feb)
Bandarban,Chittagong,2,February,5000.66,1.17,0.000233,2020,2.7,Dry Winter (Dec-Feb)
Barguna,Barisal,2,February,1547.28,149.09,0.096358,2020,345.0,Dry Winter (Dec-Feb)
Barisal,Barisal,2,February,2767.25,409.25,0.14789,2020,947.1,Dry Winter (Dec-Feb)
Bhola,Barisal,2,February,2471.69,647.29,0.261883,2020,1497.9,Dry Winter (Dec-Feb)
Bogra,Rajshahi,2,February,3233.63,168.3,0.052045,2020,389.5,Dry Winter (Dec-Feb)
Brahamanbaria,Chittagong,2,February,2104.07,40.87,0.019423,2020,94.6,Dry Winter (Dec-Feb)
Chandpur,Chittagong,2,February,1864.17,246.45,0.132204,2020,570.3,Dry Winter (Dec-Feb)
Chittagong,Chittagong,2,February,4736.75,83.42,0.017611,2020,193.0,Dry Winter (Dec-Feb)
Chuadanga,Khulna,2,February,1233.0,6.38,0.005177,2020,14.8,Dry Winter (Dec-Feb)
Comilla,Chittagong,2,February,3351.85,20.52,0.006121,2020,47.5,Dry Winter (Dec-Feb)
Cox's Bazar,Chittagong,2,February,2206.6,25.46,0.011537,2020,58.9,Dry Winter (Dec-Feb)
Dhaka,Dhaka,2,February,1611.18,60.06,0.037275,2020,139.0,Dry Winter (Dec-Feb)
Dinajpur,Rangpur,2,February,3829.09,17.46,0.00456,2020,40.4,Dry Winter (Dec-Feb)
Faridpur,Dhaka,2,February,2227.54,87.04,0.039076,2020,201.4,Dry Winter (Dec-Feb)
Feni,Chittagong,2,February,960.78,4.86,0.00506,2020,11.2,Dry Winter (Dec-Feb)
Gaibandha,Rangpur,2,February,2410.25,187.87,0.077945,2020,434.8,Dry Winter (Dec-Feb)
Gazipur,Dhaka,2,February,1940.74,15.75,0.008115,2020,36.4,Dry Winter (Dec-Feb)
Gopalganj,Dhaka,2,February,1602.77,11.84,0.00739,2020,27.4,Dry Winter (Dec-Feb)
Habiganj,Sylhet,2,February,2857.81,12.48,0.004366,2020,28.9,Dry Winter (Dec-Feb)
Jamalpur,Dhaka,2,February,2272.36,87.62,0.038559,2020,202.8,Dry Winter (Dec-Feb)
Jessore,Khulna,2,February,2784.67,65.59,0.023555,2020,151.8,Dry Winter (Dec-Feb)
Jhalokati,Barisal,2,February,807.93,30.47,0.037717,2020,70.5,Dry Winter (Dec-Feb)
Jhenaidah,Khulna,2,February,2143.59,12.78,0.00596,2020,29.6,Dry Winter (Dec-Feb)
Joypurhat,Rajshahi,2,February,1081.54,2.22,0.002051,2020,5.1,Dry Winter (Dec-Feb)
Khagrachhari,Chittagong,2,February,3108.48,0.82,0.000264,2020,1.9,Dry Winter (Dec-Feb)
Khulna,Khulna,2,February,3868.06,195.99,0.05067,2020,453.6,Dry Winter (Dec-Feb)
Kishoreganj,Dhaka,2,February,2821.62,72.28,0.025616,2020,167.3,Dry Winter (Dec-Feb)
Kurigram,Rangpur,2,February,2481.86,295.7,0.119147,2020,684.3,Dry Winter (Dec-Feb)
Kushtia,Khulna,2,February,1830.28,95.75,0.052313,2020,221.6,Dry Winter (Dec-Feb)
Lakshmipur,Chittagong,2,February,1573.07,288.9,0.183656,2020,668.6,Dry Winter (Dec-Feb)
Lalmonirhat,Rangpur,2,February,1381.75,10.81,0.007824,2020,25.0,Dry Winter (Dec-Feb)
Madaripur,Dhaka,2,February,1257.23,69.45,0.055242,2020,160.7,Dry Winter (Dec-Feb)
Magura,Khulna,2,February,1143.98,10.93,0.009557,2020,25.3,Dry Winter (Dec-Feb)
Manikganj,Dhaka,2,February,1531.92,154.93,0.101132,2020,358.5,Dry Winter (Dec-Feb)
Maulvibazar,Sylhet,2,February,2819.05,37.06,0.013146,2020,85.8,Dry Winter (Dec-Feb)
Meherpur,Khulna,2,February,732.79,2.43,0.003312,2020,5.6,Dry Winter (Dec-Feb)
Munshiganj,Dhaka,2,February,1036.66,72.73,0.070161,2020,168.3,Dry Winter (Dec-Feb)
Mymensingh,Dhaka,2,February,4784.19,30.23,0.006319,2020,70.0,Dry Winter (Dec-Feb)
Naogaon,Rajshahi,2,February,3824.58,39.48,0.010322,2020,91.4,Dry Winter (Dec-Feb)
Narail,Khulna,2,February,1072.86,28.36,0.026435,2020,65.6,Dry Winter (Dec-Feb)
Narayanganj,Dhaka,2,February,832.16,39.04,0.046915,2020,90.3,Dry Winter (Dec-Feb)
Narsingdi,Dhaka,2,February,1281.34,52.34,0.040851,2020,121.1,Dry Winter (Dec-Feb)
Natore,Rajshahi,2,February,2101.7,24.32,0.01157,2020,56.3,Dry Winter (Dec-Feb)
Nawabganj,Rajshahi,2,February,1804.38,66.64,0.036934,2020,154.2,Dry Winter (Dec-Feb)
Netrakona,Dhaka,2,February,3089.39,19.79,0.006407,2020,45.8,Dry Winter (Dec-Feb)
Nilphamari,Rangpur,2,February,1836.84,6.62,0.003605,2020,15.3,Dry Winter (Dec-Feb)
Noakhali,Chittagong,2,February,2642.03,134.3,0.050834,2020,310.8,Dry Winter (Dec-Feb)
Pabna,Rajshahi,2,February,2634.14,93.75,0.035591,2020,217.0,Dry Winter (Dec-Feb)
Panchagarh,Rangpur,2,February,1548.93,5.53,0.003569,2020,12.8,Dry Winter (Dec-Feb)
Patuakhali,Barisal,2,February,2730.09,202.41,0.07414,2020,468.4,Dry Winter (Dec-Feb)
Pirojpur,Barisal,2,February,1365.69,87.23,0.063874,2020,201.9,Dry Winter (Dec-Feb)
Rajbari,Dhaka,2,February,1249.73,104.7,0.083782,2020,242.3,Dry Winter (Dec-Feb)
Rajshahi,Rajshahi,2,February,2664.72,117.01,0.043912,2020,270.8,Dry Winter (Dec-Feb)
Rangamati,Chittagong,2,February,6226.79,300.09,0.048193,2020,694.5,Dry Winter (Dec-Feb)
Rangpur,Rangpur,2,February,2572.65,7.96,0.003095,2020,18.4,Dry Winter (Dec-Feb)
Satkhira,Khulna,2,February,3543.74,265.65,0.074963,2020,614.8,Dry Winter (Dec-Feb)
Shariatpur,Dhaka,2,February,1362.06,137.71,0.101105,2020,318.7,Dry Winter (Dec-Feb)
Sherpur,Dhaka,2,February,1455.19,3.41,0.002345,2020,7.9,Dry Winter (Dec-Feb)
Sirajganj,Rajshahi,2,February,2755.65,279.15,0.101301,2020,646.0,Dry Winter (Dec-Feb)
Sunamganj,Sylhet,2,February,4043.04,100.08,0.024754,2020,231.6,Dry Winter (Dec-Feb)
Sylhet,Sylhet,2,February,3847.75,41.18,0.010702,2020,95.3,Dry Winter (Dec-Feb)
Tangail,Dhaka,2,February,3707.07,85.07,0.022948,2020,196.9,Dry Winter (Dec-Feb)
Thakurgaon,Rangpur,2,February,2008.93,1.51,0.000752,2020,3.5,Dry Winter (Dec-Feb)
Bagerhat,Khulna,3,March,3965.62,184.52,0.046529,2020,427.0,Pre-Monsoon (Mar-May)
Bandarban,Chittagong,3,March,5000.66,1.78,0.000357,2020,4.1,Pre-Monsoon (Mar-May)
Barguna,Barisal,3,March,1547.28,156.87,0.101384,2020,363.0,Pre-Monsoon (Mar-May)
Barisal,Barisal,3,March,2767.25,385.71,0.139385,2020,892.6,Pre-Monsoon (Mar-May)
Bhola,Barisal,3,March,2471.69,664.01,0.268648,2020,1536.6,Pre-Monsoon (Mar-May)
Bogra,Rajshahi,3,March,3233.63,149.68,0.046287,2020,346.4,Pre-Monsoon (Mar-May)
Brahamanbaria,Chittagong,3,March,2104.07,41.32,0.019637,2020,95.6,Pre-Monsoon (Mar-May)
Chandpur,Chittagong,3,March,1864.17,241.44,0.129515,2020,558.7,Pre-Monsoon (Mar-May)
Chittagong,Chittagong,3,March,4736.75,87.44,0.018461,2020,202.4,Pre-Monsoon (Mar-May)
Chuadanga,Khulna,3,March,1233.0,5.64,0.004577,2020,13.1,Pre-Monsoon (Mar-May)
Comilla,Chittagong,3,March,3351.85,20.14,0.006008,2020,46.6,Pre-Monsoon (Mar-May)
