Year,Month,Class,Threshold,Area_km2,Scope
2015,8,Comilla,-13,226.3940375804458,District
2015,8,Cox's Bazar,-13,298.35625238553547,District
2015,8,Dhaka_Division,-13,5323.0281582327125,Division
2015,8,Dhaka_District,-13,143.96527795040575,District
2015,8,Dinajpur,-13,96.06943012581183,District
2015,8,Faridpur,-13,302.40897752743547,District
2015,8,Feni,-13,40.95903193154489,District
2015,8,Gaibandha,-13,450.2823247382924,District
2015,8,Gazipur,-13,133.95961244300327,District
2015,8,Gopalganj,-13,59.69466955476789,District
2015,8,Habiganj,-13,555.2053821569435,District
2015,8,Jamalpur,-13,362.31485086251496,District
2015,8,Jessore,-13,308.2597685021523,District
2015,8,Jhalokati,-13,45.60056521507353,District
2015,8,Jhenaidah,-13,83.89254882036231,District
2015,8,Joypurhat,-13,26.16327984269684,District
2015,8,Khagrachhari,-13,10.15452709429764,District
2015,8,Khulna_Division,-13,2899.697528034605,Division
2015,8,Khulna_District,-13,624.0856199835748,District
2015,8,Kishoreganj,-13,1313.1262041038533,District
2015,8,Kurigram,-13,752.6938753858075,District
2015,8,Kushtia,-13,174.98546868386947,District
2015,8,Lakshmipur,-13,332.57696781237337,District
2015,8,Lalmonirhat,-13,98.72782534566493,District
2015,8,Madaripur,-13,77.67993792205884,District
2015,8,Magura,-13,117.26856640901508,District
2015,8,Manikganj,-13,258.8393106661153,District
2015,8,Maulvibazar,-13,383.8195761328884,District
2015,8,Meherpur,-13,8.448568022108608,District
2015,8,Munshiganj,-13,121.32987027361752,District
2015,8,Mymensingh,-13,322.21224248199303,District
2015,8,Naogaon,-13,356.32360868067184,District
2015,8,Narail,-13,74.80430955116807,District
2015,8,Narayanganj,-13,92.56024014327517,District
2015,8,Narsingdi,-13,173.88872688396518,District
2015,8,Natore,-13,243.56514339414431,District
2015,8,Nawabganj,-13,179.45039846075767,District
2015,8,Netrakona,-13,1050.715381339641,District
2015,8,Nilphamari,-13,50.51966854134496,District
